occurrence_year,occurrence_date,division,age_bias,race_bias,religion_bias,sexual_orientation_bias,gender_bias,primary_offence,arrest_made,bias_type
2023,2023-07-01,D12,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Uttering Threats - Bodily Harm,NO,Gender
2023,2023-07-02,D32,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2023,2023-07-02,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-07-03,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-07-06,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-07-06,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-07-07,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-07-08,D31,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-07-09,D33,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-07-09,D51,NO,East/Southeast Asian,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2023,2023-07-10,D32,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-07-13,D22,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-07-15,D14,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-07-18,D13,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-07-19,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-07-19,D11,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-07-20,D32,NO,NA,Muslim,NA,NA,Aggravated Assault,YES,Religious
2023,2023-07-21,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-07-23,D55,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2023,2023-07-23,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-07-25,D11,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-07-26,D51,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-07-26,D11,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-07-27,D13,NO,NA,NA,Gay,NA,Uttering Threats - Bodily Harm,YES,Sexual Orientation
2023,2023-07-29,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-07-29,D52,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-08-01,D55,NO,NA,NA,Lesbian,NA,Uttering Threats - Property,YES,Sexual Orientation
2023,2023-08-03,D41,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-08-05,D13,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-08-08,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-08-08,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-08-10,D33,NO,Black,NA,NA,NA,Criminal Harassment,YES,Racial
2023,2023-08-11,D55,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-08-12,D11,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2023,2023-08-14,D42,NO,NA,Muslim,NA,NA,Assault,NO,Religious
2023,2023-08-16,D32,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2023,2023-08-21,D32,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-08-26,D42,NO,NA,NA,Gay,NA,Assault With a Weapon,YES,Sexual Orientation
2023,2023-08-26,D51,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Assault,NO,Gender
2023,2023-08-27,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-08-27,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-08-28,D31,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-08-28,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-08-30,D55,NO,White,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2023,2023-08-31,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-09-02,D32,NO,NA,Jewish,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",YES,Religious
2023,2023-09-02,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-09-02,D31,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2023,2023-09-03,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-09-03,D22,NO,NA,Muslim,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-09-03,D33,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-09-06,D13,NO,NA,NA,2SLGBTQ+,NA,Assault,NO,Sexual Orientation
2023,2023-09-07,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-09-07,D52,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-09-12,D14,NO,NA,NA,NA,NA,Criminal Harassment,NO,Age
2023,2023-09-13,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-09-13,D43,NO,NA,Muslim,NA,NA,Assault,NO,Religious
2023,2023-09-15,D42,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-09-15,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-09-15,D14,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-09-16,D52,NO,NA,NA,Gay,NA,Uttering Threats - Bodily Harm,NO,Sexual Orientation
2023,2023-09-16,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-09-17,D11,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-09-17,D32,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-09-18,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-09-18,D13,NO,NA,Jewish,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Religious
2023,2023-09-19,D23,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-09-20,D32,NO,South Asian,NA,NA,NA,Assault,NO,Racial
2023,2023-09-21,D53,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2023,2023-09-21,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-09-21,D31,NO,NA,NA,2SLGBTQ+,NA,Mischief Interfere With Property,NO,Sexual Orientation
2023,2023-09-25,D55,NO,NA,NA,NA,NA,Assault,YES,Age
2023,2023-09-25,D53,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-09-26,D52,NO,NA,NA,2SLGBTQ+,NA,Assault,NO,Sexual Orientation
2023,2023-09-27,D52,NO,NA,NA,2SLGBTQ+,NA,Harassing Communications,YES,Sexual Orientation
2023,2023-09-29,D31,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-09-29,D11,NO,NA,NA,NA,Transgender,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Gender
2023,2023-09-30,D51,NO,NA,Muslim,NA,NA,Criminal Harassment,NO,Religious
2023,2023-09-30,D53,NO,Black,NA,NA,Transgender,Harassing Communications,NO,Racial
2023,2023-10-01,D22,NO,NA,NA,NA,NA,Theft,NO,Age
2023,2023-10-04,NSA,NO,Black,NA,NA,NA,Assault,NO,Racial
2023,2023-10-06,D55,NO,NA,Muslim,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",YES,Religious
2023,2023-10-07,D53,NO,NA,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Age
2023,2023-10-07,D53,NO,NA,NA,Gay,NA,Criminal Harassment,NO,Sexual Orientation
2023,2023-10-08,D52,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2023,2023-10-11,D13,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-10-12,D32,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,YES,Religious
2023,2023-10-12,D55,NO,NA,Muslim,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",YES,Religious
2023,2023-10-15,D14,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-10-15,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-10-15,D13,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-10-15,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-10-15,D23,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-10-15,D14,NO,NA,NA,Gay,NA,Assault With a Weapon,NO,Sexual Orientation
2023,2023-10-16,D42,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-10-16,D14,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-10-17,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-10-17,D53,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2023,2023-10-17,D55,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-10-20,D14,NO,NA,Jewish,NA,NA,Indecent Communications,NO,Religious
2023,2023-10-20,D53,NO,NA,Jewish,NA,Transgender,Mischief Under $5000,NO,Religious
2023,2023-10-20,D53,NO,NA,NA,NA,Transgender,Assault With a Weapon,NO,Gender
2023,2023-10-20,D14,NO,Other race not mentioned,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-10-21,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-10-21,D52,NO,NA,Muslim,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-10-21,D52,NO,NA,Muslim,NA,NA,Assault,NO,Religious
2023,2023-10-22,D42,NO,White,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-10-25,D52,NO,NA,Jewish,NA,NA,Assault,YES,Religious
2023,2023-10-25,D41,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-10-25,D41,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-10-26,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-10-26,D32,NO,NA,Hindu,2SLGBTQ+,NA,Mischief Under $5000,NO,Religious
2023,2023-10-27,D41,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-10-27,D52,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,YES,Religious
2023,2023-10-28,D53,NO,NA,NA,NA,NA,Uttering Threats - Property,NO,Age
2023,2023-10-29,D52,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-10-29,D31,NO,NA,Muslim,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-10-30,D52,NO,NA,Jewish,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Religious
2023,2023-10-30,D32,NO,NA,Jewish,NA,NA,Assault,NO,Religious
2023,2023-10-31,D51,NO,NA,NA,Gay,NA,Assault With a Weapon,YES,Sexual Orientation
2023,2023-10-31,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-01,D32,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-11-01,D33,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2023,2023-11-01,D32,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-11-02,D32,NO,NA,NA,NA,NA,Assault,YES,Age
2023,2023-11-02,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-02,D11,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-11-02,D14,NO,NA,NA,Gay,NA,Criminal Harassment,NO,Sexual Orientation
2023,2023-11-05,D52,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-11-05,D53,NO,NA,NA,NA,NA,Assault With a Weapon,YES,Age
2023,2023-11-05,D32,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2023,2023-11-05,D42,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-05,D43,NO,NA,Muslim,NA,NA,Criminal Harassment,NO,Religious
2023,2023-11-06,D51,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2023,2023-11-06,D42,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-11-06,D33,NO,NA,Jewish,NA,NA,Indecent Communications,NO,Religious
2023,2023-11-08,D51,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Assault With a Weapon,YES,Gender
2023,2023-11-08,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-11-09,D11,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-11-09,D22,NO,NA,Muslim,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-10,D14,NO,South Asian,NA,NA,NA,Criminal Harassment,NO,Racial
2023,2023-11-10,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-11,D13,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2023,2023-11-13,D31,NO,NA,NA,2SLGBTQ+,NA,Assault With a Weapon,YES,Sexual Orientation
2023,2023-11-15,D52,NO,NA,NA,NA,NA,Assault With a Weapon,YES,Age
2023,2023-11-15,D52,NO,NA,Muslim,NA,NA,Assault With a Weapon,YES,Religious
2023,2023-11-16,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-17,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-17,D31,NO,Black,Muslim,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-11-17,D32,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-11-18,D53,NO,NA,Muslim,NA,NA,Assault With a Weapon,YES,Religious
2023,2023-11-19,D32,NO,NA,Jewish,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2023,2023-11-20,D51,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2023,2023-11-20,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-20,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-21,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-22,D51,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2023,2023-11-22,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-22,D52,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-11-24,D52,NO,NA,NA,Gay,NA,Assault With a Weapon,NO,Sexual Orientation
2023,2023-11-24,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-11-24,D32,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2023,2023-11-27,D53,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-11-30,D53,NO,NA,NA,NA,NA,Indecent Communications,NO,Age
2023,2023-11-30,D32,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2023,2023-12-01,D55,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,YES,Religious
2023,2023-12-02,D53,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,YES,Religious
2023,2023-12-02,D11,NO,South Asian,NA,2SLGBTQ+,NA,Mischief Interfere With Property,YES,Racial
2023,2023-12-04,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-12-05,D32,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2023,2023-12-06,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-12-07,D32,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2023,2023-12-07,D32,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2023,2023-12-10,D51,NO,NA,Jewish,NA,NA,Mischief Under $5000,YES,Religious
2023,2023-12-11,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-12-12,D11,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-12-14,D11,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2023,2023-12-14,D32,NO,NA,Jewish,NA,NA,Assault,NO,Religious
2023,2023-12-15,D32,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2023,2023-12-17,D52,NO,NA,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Age
2023,2023-12-18,D13,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,YES,Religious
2023,2023-12-19,D42,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2023,2023-12-19,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2023,2023-12-20,D43,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,YES,Religious
2023,2023-12-21,D51,NO,NA,NA,NA,Transgender,Mischief Under $5000,NO,Gender
2023,2023-12-24,D32,NO,NA,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Age
2023,2023-12-24,D32,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2023,2023-12-25,D14,NO,NA,NA,Gay,NA,Assault,YES,Sexual Orientation
2023,2023-12-28,D51,NO,NA,NA,2SLGBTQ+,NA,Uttering Threats - Bodily Harm,YES,Sexual Orientation
2023,2023-12-29,D14,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-12-29,D31,NO,NA,NA,NA,NA,Assault,NO,Age
2023,2023-12-30,D52,NO,NA,NA,NA,NA,Mischief Interfere With Property,NO,Age
2023,2023-12-30,D51,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
